b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,sa,tid,genModel
0.025614950742493908,0.08838969460921128,0.047383186478636,0.013935951034966707,-0.06631117635389074,-0.057537348278283384,-0.0369717177423359,0.050462988373286374,-0.04242804460893117,0.025063318053937668,-0.0026349910391508828,0.11451015396308391,-0.0907440419904788,0.0422776702329274,0.08102805149277538,-0.008601082647014976,0.055850989382143314,-0.07464056548716265,-0.01594442754662983,0.024898786648048656,-0.030247266570389602,0.009373200896288092,-0.06371885563875199,-0.05479295060105536,-0.012665532376076143,0.009813602896613368,-0.03977476823368631,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
-0.11660773051680094,0.04612201801454441,0.05433069050510449,-0.08670490268024958,-0.09052086958126437,0.07096752499789244,0.0030590879337248226,0.01594923168545802,-0.02014639756505395,-0.023045626490292914,0.04973473183823058,-0.021404080244235926,-0.0037134649921582714,-0.0629458712185089,0.07589780283300902,0.01442461128926868,0.030648699345241493,-0.011965340034201842,-0.04062806014676208,-0.0890909939019915,-0.04570805770221467,0.06920495885284844,-0.04401025100161972,0.003580567863896545,-0.006051046863334816,-0.023745456368765055,0.17508668245765885,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
0.09887792313370007,0.03196054288581244,-0.01826959462577475,0.025367852015213826,0.053507093669499385,-0.013635602466167239,-0.022275450725244655,-0.009423199337725443,-0.0048318310270357104,0.055349199507742315,-0.02225987316020555,-0.021548708409508923,0.020994478296825107,0.04642666675742154,0.023303321968335133,0.03468901132676675,-0.057918462650425745,0.0491032398398688,0.012340502499867413,-0.07910690042903781,0.010091931233179313,0.0485973018689733,0.06095468622788352,-0.09939528989141234,0.06253844199957967,-0.05770743679997008,-0.15999663937491973,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
-0.01508439965728559,-0.018080719331892755,-0.020733326760826395,-0.054849878422603866,-0.028755677984477583,0.03994046700290421,0.029217802676954424,0.036436028089013334,0.017803612066961082,0.019735444499615812,-0.01264232564139398,0.062309363568379544,-0.05200153241983694,-0.00941661057077235,0.013940044631996417,-0.02121195110346784,-0.004727688527049247,-0.05389803790459225,-0.021139164684772168,-0.04266542459175396,-0.005359456360293029,-0.003614051404595787,0.04193354893891794,0.11985084310092496,0.024704013865892795,0.008546905119792272,0.024096485075535506,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
0.06213967849895679,-0.033430989808075545,0.04773590801697955,-0.019968118734935505,0.11900891927404342,0.00853476648876525,0.05947523585872104,-0.004871153422057072,0.07283393033111038,0.014970971173321418,-0.03675513085159043,-0.08357315447542657,0.07389064887737229,-0.0423424399562797,0.012200542266945264,0.04883589753413832,0.018006727665037334,-0.03400166746887092,0.02864354004091802,-0.004629341754808225,0.0011830319268950227,-0.012968010763381388,-0.004922646617134389,-6.43957240010186e-05,-0.0157829482506572,0.08553339683639385,-0.10153542238391604,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
0.02663473274974443,0.04420515235607544,0.03505531521465815,-0.0513388945674993,0.02411533998824898,0.06262402806251656,0.0035035091436015865,-0.09901918494498606,0.002820156502193494,-0.07267740011992997,0.01464227057736955,-0.014281679607208856,-0.0445154913411263,-0.033601537292981674,-0.061237861427818834,-0.021375640672802607,0.025280794894142204,0.04107219749775832,0.04658217852663009,0.06428855651239035,0.02964274080110133,0.007458087263875173,0.038508625967868436,-0.028696393669789075,0.08731698497488258,0.051647111418330144,-0.0417472300152725,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
0.0883487690337633,0.05328635416276231,0.016078585282110272,0.01643302986188856,-0.025743476446835608,-0.06785906706655732,-0.07388012931743615,-0.039607655680837135,0.0014032262788158743,-0.01969799818732105,-0.05201517001043767,0.05582658299152261,-0.0364229707725948,-0.04505647560088444,0.07395254947131706,0.07550050459262782,0.0034836787942796577,0.014057723815131934,0.016345066374914632,0.0909243310722212,0.09351949949857208,-0.024751213311435663,0.026645187808918808,0.04369811115833802,-0.11408291710644002,0.07766444760932856,-0.14436073371530192,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
0.0929478371376969,0.09873972431614417,0.0008474861416852622,0.01928193484091576,0.0071617263952318275,-0.037312849078414416,0.11354628884103937,0.011716371268254644,-0.07361732216457667,0.010508634738572484,-0.02025814387439602,0.0574798902962569,0.0006198083769068005,-0.01226868798721225,0.05180164384370728,-0.038164162218513355,0.02016804096283542,-0.009267492666395484,0.029238706130775293,0.01807749477094956,0.015825196444256354,-0.09012502074335837,0.016088934524126238,-0.0010768074823417674,-0.030652110749620407,0.033756960621591975,-0.14568626510610788,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
-0.1503819122008115,-0.033710536869756655,-0.004798861053436791,-0.05699848568378552,-0.01639964163861308,0.018224113842723537,0.03403122149278443,0.0556126632976296,-0.03527971012793919,0.05389894641581297,0.016013618542449426,0.08546594565232987,0.06857860755884707,-0.030341631045742133,0.010707942105221737,-0.06973052002409073,-0.02848556660489468,0.008060687059316748,0.0412725975483726,-0.010582103757350919,-0.037705560491534146,0.018991184866455024,0.013510178094585044,-0.004523121879936463,0.01769972216488324,-0.05313005982737556,0.2548845969505279,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
-0.10389033640445458,-0.04478354730480393,-0.025330233938036087,-0.04084552359865119,-0.02077811478096897,0.019618113737480947,-0.052793573227968425,0.05834279022284265,-0.09110789135067439,0.04938852897574052,0.02937641776035003,-0.011842397885470469,0.011404973666192598,-0.02336963190303686,0.05477634327721954,-0.028603250757392586,-0.08043916026392936,-0.03154997953680996,-0.0510245870824331,-0.0046788207694252884,0.02415070964495542,0.08587514165700129,0.009536847544851162,-0.02242320823042724,-0.06446627533478756,0.0001008845318429903,0.1670262643158433,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17f77a590>
