b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,sa,tid,genModel
-0.028718546717914954,-0.0921850516643671,0.07439651219304783,0.012738226201752627,-0.017577110251337194,0.036001976065008906,0.31944815761666706,-0.06378722080882561,0.12063913318626263,-0.06286310793766497,0.0078805311526909,0.17917879164923403,-0.027636240506829054,0.36184662317401906,-0.0304675142661333,-0.07774416770051736,-0.06228167295633602,-0.01439073020101236,0.011801787789330886,-0.06614463237653387,-0.0499752474125619,-0.03369978052420721,-0.04770646536795011,0.027398366691199064,-0.010122778486053535,0.014445613371478597,0.04459401664272507,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.04887800994490235,0.05129408231915549,0.12418226883220063,0.01842714036366282,-0.047622576001786286,0.08569042230386953,0.3025392913956425,-0.025920613426971138,0.08434743354654126,-0.2072467730933196,0.16470182229875047,0.19311425037584865,-0.02596785672417444,0.3533774663665753,-0.0006760600794074447,-0.026328514151186262,0.02380501104608036,0.031058413265205774,0.002403989626274685,0.04018389406681291,0.0011555969266336661,0.010748844401751051,0.07480551380825254,-0.006111836280331843,-0.010259798694689735,-0.09063909833020947,0.07589753097034531,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.026175856930763606,-0.0004933837638975962,0.20510625320060355,-0.016027016316747147,0.049271807090052584,0.10454653360936465,0.3462966435036947,0.10022293240604954,0.04319437420181422,0.03294641897983074,0.0645162339971443,0.156387544404489,-0.06212641165283417,0.1789898240975145,-0.05889523896363059,0.010855161766954974,-0.008926762447071484,-0.04386954075118177,0.00513459017061198,0.005702902500269206,-0.05565523619292626,-0.01630615570631778,-0.04426373742461969,0.025024139926026756,-0.0009238134525593386,-0.010345995669800169,0.04168130084516472,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.03365913390218661,0.009781767430989177,-0.004473230255345018,-0.019749027181521134,0.021264512222252153,0.19145687145619342,0.26347104701380974,0.014188768019416285,0.09089298667666326,0.04527019447106712,0.049128226368255534,0.16907074513057463,-0.08107859924579834,0.3868158509089817,0.018488949498228376,-0.07006546695383398,-0.015356162269020864,0.016715299599266334,0.001994493833180697,-0.0037588479035869505,0.009211961903269077,-0.004041712182423043,0.011054798583429528,0.02321039309193472,-0.031244242559434823,-0.07658563340643752,0.05376858450828536,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.13608876228548017,0.03573273449602373,0.02970589035513871,-0.0024406016063243424,-0.024375030331958127,0.22849077810984175,0.30847384227638197,0.04649856355014267,0.015060705493078983,-0.2518026382568926,0.21832446965058305,0.10187529526450347,-0.03948537353407755,0.3051132197430331,-0.03437957947638757,-0.019777806119810636,0.03569091179085864,0.006790395794598201,0.007543009295025566,-0.03435423657965465,0.00446095797692577,0.04566011719772215,-0.028297751092746244,0.016414787422716154,0.002574813292390623,-0.06558464786315601,0.20936732659304638,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.0485313631270477,0.009945369133940495,0.1551566606845644,2.5645630918146116e-05,-0.012122858508642772,0.1863597350427925,0.34300205382231697,0.019180320051286386,0.060475748963644306,-0.1325700209246156,0.17816644445560653,0.10901125970500239,-0.07326648666175652,0.18391334315082594,-0.04010468624580311,-0.011777794931046116,-0.014720866663918655,0.049928743786943196,-0.047194582064157324,0.023025652408239398,-0.03650602035873746,-0.010188881283612018,-0.012018404333188975,0.03781213388307646,-0.014173473351362235,0.00040408166556733945,0.07752613918058698,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.04153852210827625,0.01870231541713684,-0.028535819372310867,-0.0263181109957196,0.001834758832128644,0.18696132531880516,0.3621256903832942,-0.0047910374101529755,0.10648992024955979,-0.13464944613529797,0.14201841541743776,-0.002615462926408639,-0.052957224013340805,0.3893572624364141,0.03529801026635344,-0.03002015441334947,-0.027531663026356745,0.012091676147263145,-0.0007675776381450746,-0.020398301581611256,-0.08882795421924296,-0.019980430920190233,-0.021132427143906906,-0.0358053586733262,0.0362170607316289,-0.00021986542243446265,0.06470174783220552,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.07642654898209975,0.03599383000213789,-0.018316448431403634,0.00209508294789299,0.032828792531939946,0.049728726079846824,0.46070102052039913,0.08532947745052209,0.08649300086543026,-0.06377781978128745,0.1334496627012415,0.09069523015168922,0.017598495454434405,0.3592285699678475,-0.03418618119521921,-0.024298195349820445,-0.04787443139768085,0.01664731337252585,-0.024948155434938616,0.0007560932176950896,-0.061284426361377334,-0.036580750368376456,0.03861460460407974,-0.015779502719442336,-0.056061216297613216,-0.07733083981293988,0.12570156082582157,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.0468121528920925,0.027098573949913368,0.27111194695627083,-0.025946671067099122,-0.02407301780642844,0.16133096163426322,0.17485663426024498,0.030178722562039486,0.13677296870956965,-0.18194638059481397,0.20046290737963499,0.16316264751016013,-0.02873085453853224,0.15553459236962847,-0.025456908087363752,-0.027238805889452315,0.027112635410714646,-0.004420299788057759,-0.015416479912027959,-0.019521923595398817,0.01250316043159261,-0.019590176121740598,0.03753558881556103,0.038350084557666225,-0.0008897820344814715,-0.0776574256550081,0.0747797969522246,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
-0.04108761372272741,-0.028047324287695446,0.11705944520744593,-0.05502603459759896,-0.021305858471973714,0.1001758144267151,0.20587226881768245,0.07022166083286555,0.007454343974121194,-0.09676930965915054,0.052268910971289405,0.14995345669030122,-0.04782829451479677,0.3738984894079268,-0.00340662480960434,-0.03308440055216941,-0.048414434196344176,0.030908994614046274,-0.015525928223507105,0.0004656875066170158,-0.05868860110272977,0.014349181507088115,0.033705900758310155,0.003988655713767713,0.010204509006480149,-0.0252713330584605,0.0636031172178445,totcst,ID823,<generative_models.data_synthesiser.Cvine object at 0x17d776530>
