Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,OddsIn,OddsOut,MSErIn,MSErOut,MSEsIn,MSEsOut,PrivacyGain
small,ID31,totcst,1,Cvine,1.0,0.84,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.007659118391370743,8.300190022462745,7.898276649796321,0.16000000000000003
small,ID31,totcst,2,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.003018935389228907,7.217175756534691,8.119659843665222,0.040000000000000036
small,ID31,totcst,3,Cvine,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.007132111890015277,7.085003767407844,7.7969441311287575,0.19999999999999996
small,ID31,totcst,4,Cvine,1.0,0.82,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.010179443050422975,7.146014448284807,6.822578931874676,0.18000000000000005
small,ID31,totcst,5,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.005946709801619923,7.6586742920829805,7.416600681068755,0.07999999999999996
small,ID31,totcst,6,Cvine,1.0,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.017736075024810588,7.379187912308432,7.754236020624166,0.38
small,ID31,totcst,7,Cvine,1.0,0.78,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.009530495342998878,7.783014612851613,8.089729483953159,0.21999999999999997
small,ID31,totcst,8,Cvine,1.0,0.84,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.007628883368140197,7.385228547698995,7.304149357800813,0.16000000000000003
small,ID31,totcst,9,Cvine,1.0,0.94,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.005291761347032929,7.132673634580386,7.272575747839812,0.06000000000000005
small,ID41,totcst,0,Cvine,1.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5466300620707657,15.345723847699482,17.47405801616713,0.96
small,ID41,totcst,1,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0353719432194202,19.69519017315785,19.23359902647883,0.98
small,ID41,totcst,2,Cvine,1.0,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.3034588803602378,18.700150124705456,19.18225909037566,0.88
small,ID41,totcst,3,Cvine,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18676232965659045,16.893274559847065,18.978728480693004,0.8
small,ID41,totcst,4,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.6172256848216576,18.732529985810814,18.96608504328027,0.98
small,ID41,totcst,5,Cvine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.9270227304610467,15.900968720454282,17.044247522582417,1.0
small,ID41,totcst,6,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.8266689551486007,19.23495619139466,17.43238648752483,0.98
small,ID41,totcst,7,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.6950478883705238,18.756988748006375,19.337622845899304,0.98
small,ID41,totcst,8,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.29537425732082695,16.54713476998659,15.048215143396588,0.98
small,ID41,totcst,9,Cvine,1.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5651973291607916,17.964923197369526,17.598518046454025,0.96
small,ID507,totcst,0,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006897311280702725,2.4945966704531806,2.824521167722149,0.07999999999999996
small,ID507,totcst,1,Cvine,1.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.00924409242212357,1.744212224837681,1.7313294074353147,0.24
small,ID507,totcst,2,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0032548321052833047,1.810384816716448,2.0711505498667595,0.020000000000000018
small,ID507,totcst,3,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021234321547499964,1.388082859513443,1.9589628798706655,0.0
small,ID507,totcst,4,Cvine,1.0,0.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.011443155329999679,2.3044730654950354,2.4589696569904307,0.26
small,ID507,totcst,5,Cvine,1.0,0.7,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.012281861183926417,2.2360502366845334,1.9227665653953359,0.30000000000000004
small,ID507,totcst,6,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0038613488856320786,1.6634539352384659,2.376630586818638,0.040000000000000036
small,ID507,totcst,7,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.004621344035718441,1.9146122438791822,2.286702548825864,0.040000000000000036
small,ID507,totcst,8,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0025660689602516823,2.205016644033212,2.1054533298026734,0.020000000000000018
small,ID507,totcst,9,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006047595585444388,1.6375759221988306,1.8485418049648465,0.07999999999999996
small,ID589,totcst,0,Cvine,1.0,0.8,0.19999999999999996,0.58,0.46,0.11999999999999994,0.58,0.575,0.0,0.01067654862851638,0.028188586705564324,0.029601784817967727,0.08000000000000002
small,ID589,totcst,1,Cvine,1.0,0.4,0.6,0.64,0.6,0.040000000000000036,0.64,1.4999999999999998,0.0,0.019635528003500335,0.022243944450549388,0.01812140321667847,0.5599999999999999
small,ID589,totcst,2,Cvine,1.0,0.8,0.19999999999999996,0.6,0.54,0.05999999999999994,0.6,0.675,0.0,0.011386483798964987,0.02703642382639179,0.026433150238991922,0.14
small,ID589,totcst,3,Cvine,1.0,0.96,0.040000000000000036,0.38,0.52,-0.14,0.38,0.5416666666666667,0.0,0.004412670936381577,0.034128555079545174,0.026136190942972846,0.18000000000000005
small,ID589,totcst,4,Cvine,1.0,0.72,0.28,0.58,0.58,0.0,0.58,0.8055555555555556,0.0,0.012658236175500484,0.022899313306718926,0.019207247473212563,0.28
small,ID589,totcst,5,Cvine,1.0,0.78,0.21999999999999997,0.58,0.66,-0.08000000000000007,0.58,0.8461538461538461,0.0,0.01024952119444893,0.022340906809903097,0.017303558443700632,0.30000000000000004
small,ID589,totcst,6,Cvine,1.0,0.18,0.8200000000000001,0.54,0.44,0.10000000000000003,0.54,2.4444444444444446,0.0,0.02683190021290037,0.03575024632678521,0.02836833361688554,0.72
small,ID589,totcst,7,Cvine,1.0,0.52,0.48,0.72,0.5,0.21999999999999997,0.72,0.9615384615384615,0.0,0.016743430213134094,0.020099945498978797,0.02726722238943637,0.26
small,ID589,totcst,8,Cvine,1.0,0.78,0.21999999999999997,0.48,0.6,-0.12,0.48,0.7692307692307692,0.0,0.010451705305509018,0.026668505409535904,0.028552148968004128,0.33999999999999997
small,ID589,totcst,9,Cvine,1.0,0.46,0.54,0.42,0.48,-0.06,0.42,1.0434782608695652,0.0,0.017371055498177513,0.030064937717847337,0.03376786462251276,0.6000000000000001
small,ID740,totcst,0,Cvine,1.0,0.56,0.43999999999999995,0.42,0.42,0.0,0.42,0.7499999999999999,0.0,0.02127259675642255,0.07545164261044364,0.10004498219156412,0.43999999999999995
small,ID740,totcst,1,Cvine,1.0,0.14,0.86,0.32,0.28,0.03999999999999998,0.32,2.0,0.0,0.04768846522296614,0.09539801685857163,0.08519555193127676,0.8200000000000001
small,ID740,totcst,2,Cvine,1.0,0.88,0.12,0.4,0.34,0.06,0.4,0.3863636363636364,0.0,0.0047646981514590896,0.06215974336340325,0.08662151087261041,0.06
small,ID740,totcst,3,Cvine,1.0,0.3,0.7,0.14,0.26,-0.12,0.14,0.8666666666666667,0.0,0.04699640267048974,0.1814358201406314,0.13377402369266936,0.82
small,ID740,totcst,4,Cvine,1.0,0.18,0.8200000000000001,0.24,0.14,0.09999999999999998,0.24,0.7777777777777779,0.0,0.040671188348222316,0.10193797100786282,0.14797711025502866,0.7200000000000001
small,ID740,totcst,5,Cvine,1.0,0.24,0.76,0.4,0.42,-0.019999999999999962,0.4,1.75,0.0,0.04040735027884621,0.03817088991939278,0.06411129578661467,0.78
small,ID740,totcst,6,Cvine,1.0,0.18,0.8200000000000001,0.32,0.38,-0.06,0.32,2.111111111111111,0.0,0.049243861269101644,0.08491619041136789,0.08287528213426042,0.8800000000000001
small,ID740,totcst,7,Cvine,1.0,0.12,0.88,0.34,0.3,0.040000000000000036,0.34,2.5,0.0,0.05096205164078193,0.06667846901086802,0.0662942882535884,0.84
small,ID740,totcst,8,Cvine,1.0,0.88,0.12,0.36,0.48,-0.12,0.36,0.5454545454545454,0.0,0.006779692858439164,0.05481312189069683,0.03085300813411824,0.24
small,ID740,totcst,9,Cvine,1.0,0.38,0.62,0.16,0.08,0.08,0.16,0.21052631578947367,0.0,0.022436859128351673,0.1924632620025453,0.2053703063309416,0.54
small,ID806,totcst,0,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.00406848962804266,0.5586707830320868,0.527621509323113,0.040000000000000036
small,ID806,totcst,1,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006472011593438737,0.5883222043971149,0.5082788502130212,0.07999999999999996
small,ID806,totcst,2,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.003938666293958352,0.578981768397191,0.6625170231112086,0.020000000000000018
small,ID806,totcst,3,Cvine,1.0,0.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.011975123259666699,0.46492213617077566,0.4504044888485399,0.26
small,ID806,totcst,4,Cvine,1.0,0.78,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.009318219943782454,0.5182509826620155,0.4915067866023569,0.21999999999999997
small,ID806,totcst,5,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.005853786501388771,0.5453799240376579,0.6109227534360566,0.07999999999999996
small,ID806,totcst,6,Cvine,1.0,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.006787068182837366,0.45646867140092584,0.4906338989995781,0.12
small,ID806,totcst,7,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0037848323889177415,0.5984707472957913,0.6671778199919172,0.040000000000000036
small,ID806,totcst,8,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012338591169040727,0.49469344908776847,0.4903457428003818,0.0
small,ID806,totcst,9,Cvine,1.0,0.98,0.020000000000000018,0.02,0.0,0.02,0.02,0.0,0.0,0.004252351352482889,0.46802078756124177,0.4691823391300673,1.734723475976807e-17
small,ID823,totcst,0,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012573557028810302,0.4412870366203233,0.4719711163854029,0.0
small,ID823,totcst,1,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005550253245877472,0.599709417115143,0.5348436846558382,0.0
small,ID823,totcst,2,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001363222338989125,0.5583516343503585,0.6058178564330329,0.0
small,ID823,totcst,3,Cvine,1.0,1.0,0.0,0.0,0.02,-0.02,0.0,0.02,0.0,0.0009235843853982527,0.39520933231259386,0.3958214510162856,0.02
small,ID823,totcst,4,Cvine,1.0,1.0,0.0,0.0,0.02,-0.02,0.0,0.02,0.0,0.0016995622872826427,0.3399493894757681,0.376674154405652,0.02
small,ID823,totcst,5,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009142268429946505,0.6186021477596099,0.5972844513709399,0.0
small,ID823,totcst,6,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022639892132481337,0.512399692357533,0.4492959274484182,0.0
small,ID823,totcst,7,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010448799464668906,0.5883116716229312,0.6388509905235977,0.0
small,ID823,totcst,8,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012638173182584842,0.5425607608949539,0.5442680946264867,0.0
small,ID823,totcst,9,Cvine,1.0,1.0,0.0,0.0,0.02,-0.02,0.0,0.02,0.0,0.0006292345784286935,0.4544506334904304,0.38901764313821585,0.02
