Dataset,TargetID,SensitiveAttribute,Run,TargetModel,ProbCorrectRawIn,ProbCorrectRawOut,AdvantageRaw,ProbCorrectSynIn,ProbCorrectSynOut,AdvantageSyn,OddsIn,OddsOut,MSErIn,MSErOut,MSEsIn,MSEsOut,PrivacyGain
small,ID123,totcst,0,Cvine,1.0,0.94,0.06000000000000005,0.02,0.02,0.0,0.02,0.021276595744680854,0.0,0.0037896456351720845,0.30131047439226,0.36976890917631605,0.06000000000000005
small,ID123,totcst,1,Cvine,1.0,0.98,0.020000000000000018,0.08,0.02,0.06,0.08,0.020408163265306124,0.0,0.0034431026249835284,0.2948873009922741,0.29177517273848624,-0.03999999999999998
small,ID123,totcst,2,Cvine,1.0,1.0,0.0,0.02,0.04,-0.02,0.02,0.04,0.0,0.0012007917476061405,0.3300519250985996,0.26136217878950174,0.02
small,ID123,totcst,3,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.003834931011571018,0.3223262880695853,0.33237510924786323,0.040000000000000036
small,ID123,totcst,4,Cvine,1.0,0.98,0.020000000000000018,0.06,0.04,0.019999999999999997,0.06,0.04081632653061225,0.0,0.0023202754406227845,0.38372542937391174,0.305271342758624,2.0816681711721685e-17
small,ID123,totcst,5,Cvine,1.0,0.98,0.020000000000000018,0.02,0.04,-0.02,0.02,0.04081632653061225,0.0,0.0028279342172577797,0.354959817701618,0.32768409260295156,0.04000000000000002
small,ID123,totcst,6,Cvine,1.0,1.0,0.0,0.02,0.04,-0.02,0.02,0.04,0.0,0.0034022322213903573,0.2879115896873267,0.25525400682682214,0.02
small,ID123,totcst,7,Cvine,1.0,1.0,0.0,0.06,0.12,-0.06,0.06,0.12,0.0,0.0025231492884234207,0.275819219503862,0.3090535821089257,0.06
small,ID123,totcst,8,Cvine,1.0,0.96,0.040000000000000036,0.08,0.06,0.020000000000000004,0.08,0.0625,0.0,0.0037516033247105684,0.2917237539363825,0.323270800594244,0.02000000000000003
small,ID123,totcst,9,Cvine,1.0,0.98,0.020000000000000018,0.04,0.02,0.02,0.04,0.020408163265306124,0.0,0.004543817784054018,0.30632775607491575,0.35664136800152063,1.734723475976807e-17
small,ID31,totcst,0,Cvine,1.0,0.82,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.007810366359654124,7.761169219548832,7.673172505436714,0.18000000000000005
small,ID31,totcst,1,Cvine,1.0,0.84,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.007659118391370743,7.220072062460481,7.718985244520976,0.16000000000000003
small,ID31,totcst,2,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.003018935389228907,7.662063165175252,7.730587557408115,0.040000000000000036
small,ID31,totcst,3,Cvine,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.007132111890015277,7.747569918633767,7.57592425224234,0.19999999999999996
small,ID31,totcst,4,Cvine,1.0,0.82,0.18000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.010179443050422975,7.828302736514314,8.00186485098486,0.18000000000000005
small,ID31,totcst,5,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.005946709801619923,7.933242424169022,7.365088519177143,0.07999999999999996
small,ID31,totcst,6,Cvine,1.0,0.62,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.017736075024810588,7.913032677712142,7.884865509827742,0.38
small,ID31,totcst,7,Cvine,1.0,0.78,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.009530495342998878,7.753092429582335,7.956952402944415,0.21999999999999997
small,ID31,totcst,8,Cvine,1.0,0.84,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.007628883368140197,7.659605004035665,7.857138075917154,0.16000000000000003
small,ID31,totcst,9,Cvine,1.0,0.94,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.005291761347032929,7.657376551356858,8.230100057135553,0.06000000000000005
small,ID41,totcst,0,Cvine,1.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5466300620707657,20.23498761209563,18.651477218582876,0.96
small,ID41,totcst,1,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0353719432194202,19.171639539306433,19.010768318926008,0.98
small,ID41,totcst,2,Cvine,1.0,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.3034588803602378,21.376224555878387,17.92486180636715,0.88
small,ID41,totcst,3,Cvine,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18676232965659045,20.72508837618965,18.05457138679882,0.8
small,ID41,totcst,4,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.6172256848216576,19.039568689501547,19.006210784513325,0.98
small,ID41,totcst,5,Cvine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.9270227304610467,19.725268998970776,19.133819419293467,1.0
small,ID41,totcst,6,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.8266689551486007,21.056849394162324,19.56866844440046,0.98
small,ID41,totcst,7,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.6950478883705238,18.669243247118267,20.45951778984511,0.98
small,ID41,totcst,8,Cvine,1.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.29537425732082695,19.01737508018173,19.739102212368564,0.98
small,ID41,totcst,9,Cvine,1.0,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.5651973291607916,21.183314424868087,20.350685167797323,0.96
small,ID507,totcst,0,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006897311280702725,1.9504326410783461,1.8948519223835922,0.07999999999999996
small,ID507,totcst,1,Cvine,1.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.00924409242212357,2.186108446854024,2.032248244816104,0.24
small,ID507,totcst,2,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0032548321052833047,2.0119882011691055,2.0592186848479277,0.020000000000000018
small,ID507,totcst,3,Cvine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021234321547499964,2.0571854564640306,2.0099939778765457,0.0
small,ID507,totcst,4,Cvine,1.0,0.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.011443155329999679,2.174365640322664,2.1056272757526724,0.26
small,ID507,totcst,5,Cvine,1.0,0.7,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.012281861183926417,2.043927226270194,1.9774789095071972,0.30000000000000004
small,ID507,totcst,6,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0038613488856320786,2.25766189280459,2.092468951515322,0.040000000000000036
small,ID507,totcst,7,Cvine,1.0,0.96,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.004621344035718441,2.180212771768238,2.4188435135207964,0.040000000000000036
small,ID507,totcst,8,Cvine,1.0,0.98,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0025660689602516823,2.1510163929924766,2.025592792497163,0.020000000000000018
small,ID507,totcst,9,Cvine,1.0,0.92,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.006047595585444388,2.1079576093250827,2.2214281665942432,0.07999999999999996
small,ID589,totcst,0,Cvine,1.0,0.8,0.19999999999999996,0.66,0.58,0.08000000000000007,0.66,0.7249999999999999,0.0,0.01067654862851638,0.02091188033349526,0.028898870455687585,0.11999999999999988
small,ID589,totcst,1,Cvine,1.0,0.4,0.6,0.52,0.58,-0.05999999999999994,0.52,1.4499999999999997,0.0,0.019635528003500335,0.026900367813324354,0.024301943270188378,0.6599999999999999
small,ID589,totcst,2,Cvine,1.0,0.8,0.19999999999999996,0.58,0.62,-0.040000000000000036,0.58,0.7749999999999999,0.0,0.011386483798964987,0.017716623533346226,0.01856958289305544,0.24
small,ID589,totcst,3,Cvine,1.0,0.96,0.040000000000000036,0.5,0.54,-0.040000000000000036,0.5,0.5625000000000001,0.0,0.004412670936381577,0.028435282914006356,0.023386811286231747,0.08000000000000007
small,ID589,totcst,4,Cvine,1.0,0.72,0.28,0.56,0.64,-0.07999999999999996,0.56,0.888888888888889,0.0,0.012658236175500484,0.019944674864096276,0.02083375718520944,0.36
small,ID589,totcst,5,Cvine,1.0,0.78,0.21999999999999997,0.6,0.62,-0.020000000000000018,0.6,0.7948717948717948,0.0,0.01024952119444893,0.020588092572104214,0.024774499291700957,0.24
small,ID589,totcst,6,Cvine,1.0,0.18,0.8200000000000001,0.58,0.46,0.11999999999999994,0.58,2.555555555555556,0.0,0.02683190021290037,0.02474778052431176,0.028214096720792718,0.7000000000000002
small,ID589,totcst,7,Cvine,1.0,0.52,0.48,0.56,0.6,-0.039999999999999925,0.56,1.1538461538461537,0.0,0.016743430213134094,0.028080855320121376,0.025064439486286463,0.5199999999999999
small,ID589,totcst,8,Cvine,1.0,0.78,0.21999999999999997,0.54,0.68,-0.14,0.54,0.8717948717948718,0.0,0.010451705305509018,0.03711858241590385,0.020625162728433306,0.36
small,ID589,totcst,9,Cvine,1.0,0.46,0.54,0.56,0.58,-0.019999999999999907,0.56,1.2608695652173911,0.0,0.017371055498177513,0.02285951240283808,0.02793222642032457,0.5599999999999999
